idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
72,1,4,1.25,-0.372816,-0.337864,0.034951,192,174,192,174
73,1,6,1.75,-0.352688,-0.336559,0.016129,246,240,246,237
66,1,3,1.75,-0.353138,-0.279498,0.07364,211,167,211,167
67,1,2,1.25,-0.383871,-0.358065,0.025806,119,111,119,111
60,1,3,1.75,-0.376699,-0.281553,0.095146,194,145,194,145
61,1,3,1.75,-0.390588,-0.305882,0.084706,249,195,249,195
64,1,3,1.75,-0.398425,-0.272441,0.125984,253,173,253,173
65,1,2,1.75,-0.386885,-0.314754,0.072131,118,96,118,96
68,1,2,1.25,-0.384906,-0.369811,0.015094,102,98,102,98
69,1,4,1.75,-0.389147,-0.35969,0.029457,251,232,251,232
92,1,2,1.75,-0.377778,-0.349206,0.028571,119,110,119,110
93,1,2,1.75,-0.393939,-0.312121,0.081818,130,103,130,103
74,1,2,1.75,-0.276543,-0.232099,0.044444,56,61,56,53
75,1,6,1.75,-0.393154,-0.220049,0.173105,402,302,402,258
102,1,2,1.25,-0.353846,-0.315385,0.038462,46,41,46,41
103,1,4,1.25,-0.377778,-0.353535,0.024242,187,175,187,175
98,1,3,1.25,-0.379856,-0.348201,0.031655,132,121,132,121
99,1,4,1.75,-0.341224,-0.286531,0.054694,209,193,209,183
76,1,4,1.25,-0.357143,-0.333333,0.02381,150,140,150,140
77,1,2,1.75,-0.398039,-0.382353,0.015686,203,195,203,195
84,1,4,1.75,-0.367286,-0.361338,0.005948,247,243,247,243
85,1,2,1.75,-0.368,-0.368,0.0,92,92,92,92
104,1,2,1.75,-0.384615,-0.384615,0.0,75,75,75,75
105,1,3,1.25,-0.350769,-0.316923,0.033846,114,103,114,103
100,1,6,1.25,-0.343295,-0.337165,0.00613,224,220,224,220
101,1,4,1.25,-0.374257,-0.323267,0.05099,189,172,189,167
94,1,2,1.75,-0.4,-0.331361,0.068639,169,140,169,140
95,1,3,1.25,-0.386667,-0.330667,0.056,145,131,145,127
80,1,6,1.75,-0.390499,-0.304988,0.085511,411,321,411,321
81,1,4,1.25,-0.351163,-0.351163,0.0,151,151,151,151
86,1,6,1.75,-0.391667,-0.292593,0.099074,423,316,423,316
87,1,6,1.25,-0.273946,-0.258621,0.015326,233,223,202,192
90,1,6,1.75,-0.25,-0.202318,0.047682,236,200,209,173
91,1,3,1.75,-0.386592,-0.335196,0.051397,173,150,173,150
118,1,2,1.25,-0.359091,-0.331818,0.027273,79,73,79,73
119,1,2,1.75,-0.225,-0.225,0.0,9,9,9,9
112,1,3,1.25,-0.232576,-0.232576,0.0,110,110,91,91
113,1,4,1.25,-0.342384,-0.337086,0.005298,131,129,130,128
96,1,6,1.75,-0.338164,-0.274879,0.063285,350,344,350,310
97,1,2,1.25,-0.4,-0.344444,0.055556,108,93,108,93
108,1,3,1.25,-0.383333,-0.338889,0.044444,138,122,138,122
109,1,4,1.25,-0.345143,-0.317714,0.027429,151,139,151,139
82,1,3,1.75,-0.39834,-0.298755,0.099585,240,180,240,180
83,1,4,1.75,-0.358566,-0.288446,0.07012,225,181,225,181
126,1,2,1.25,-0.318182,-0.318182,0.0,35,35,35,35
127,1,2,1.75,-0.335135,-0.241441,0.093694,93,67,93,67
78,1,3,1.75,-0.392308,-0.311538,0.080769,204,162,204,162
79,1,6,1.75,-0.378409,-0.334091,0.044318,425,378,420,372
88,1,3,1.75,-0.394096,-0.326199,0.067897,267,221,267,221
89,1,3,1.25,-0.366467,-0.330539,0.035928,153,138,153,138
122,1,4,1.25,-0.349282,-0.335885,0.013397,186,179,184,177
123,1,4,1.75,-0.35283,-0.295755,0.057075,187,162,187,159
132,1,2,1.25,-0.362791,-0.334884,0.027907,78,72,78,72
133,1,4,1.25,-0.378431,-0.347059,0.031373,193,177,193,177
110,1,3,1.75,-0.398361,-0.329508,0.068852,243,201,243,201
111,1,6,1.75,-0.373333,-0.303333,0.07,308,273,308,260
134,1,3,1.25,-0.350725,-0.318841,0.031884,121,110,121,110
135,1,3,1.25,-0.366355,-0.270093,0.096262,196,176,196,158
116,1,2,1.25,-0.374074,-0.318519,0.055556,101,86,101,86
117,1,6,1.75,-0.368,-0.333867,0.034133,345,320,345,316
142,1,3,1.25,-0.369925,-0.330827,0.039098,123,110,123,110
143,1,4,1.25,-0.360417,-0.341667,0.01875,173,164,173,164
120,1,3,1.25,-0.31746,-0.31746,0.0,100,100,100,100
121,1,4,1.75,-0.35303,-0.286364,0.066667,240,196,236,192
